deal_type,obj_type,district,area_range,count,min_price_sqm,median_price_sqm,max_price_sqm,min_price,median_price,max_price
аренда,Офисное помещение,Центр: Дом печати,91-100,4,700,781,1079,70000,75000,100000
аренда,Свободного назначения,Ново-Комарово,51-60,4,1190,1436,2000,62000,80000,112000
аренда,Офисное помещение,Центр: Исторический,91-100,4,700,900,901,70000,85000,90000
аренда,Торговое помещение,ДОК,31-40,4,1216,2000,2000,45000,72000,78400
аренда,Офисное помещение,Центр: Дом печати,21-30,4,1228,1370,1714,34600,36000,40000
аренда,Свободного назначения,Московский тракт мкр.,101-110,4,660,950,1199,70000,95950,124000
аренда,Свободного назначения,Лесобаза мкр.,81-90,4,950,1453,1590,83800,124000,134000
аренда,Торговое помещение,3-й Заречный мкр,31-40,4,1206,1400,1481,45000,56700,60000
аренда,Торговое помещение,Центр: Исторический,41-50,4,714,1300,1585,30000,65000,65000
аренда,Свободного назначения,Дом Обороны,1-10,4,2000,3000,26000,6000,20000,52000
аренда,Свободного назначения,2-й Заречный мкр,41-50,4,900,977,1000,43410,46170,48000
аренда,Офисное помещение,null,21-30,4,652,800,829,15000,20800,23520
аренда,Свободного назначения,Плеханово,11-20,4,2059,3906,4348,35000,50000,50000
продажа,Свободного назначения,Червишевский тракт мкр.,211-220,4,71759,141628,187250,15500000,30450000,41288624
продажа,Торговое помещение,Дом Обороны,81-90,4,127907,237605,252002,11000000,21395000,21527000
продажа,Свободного назначения,ДОК,91-100,4,114464,184599,184665,11000000,17100000,17740000
продажа,Свободного назначения,Комарово Парк мкр.,61-70,4,217411,220003,220003,13554000,13990000,13990000
продажа,Свободного назначения,Комарово Парк мкр.,81-90,4,204705,210000,220536,16867700,18291000,18450000
продажа,Свободного назначения,Центр: Драмтеатр,91-100,4,70988,305729,400849,6900000,29350000,36830000
продажа,Свободного назначения,5-й Заречный мкр,51-60,4,217588,283162,313531,12114000,14900000,19000000
продажа,Свободного назначения,Дом Обороны,21-30,4,173611,247506,418521,5000000,6549000,11886000
продажа,Офисное помещение,Центр: Исторический,21-30,4,130000,149502,158525,3107000,3440000,4500000
продажа,Свободного назначения,Дом Обороны,121-130,4,101754,150769,161926,12760000,19600000,19972000
продажа,Свободного назначения,Ново-Комарово,71-80,4,180101,221154,243406,14300000,17300000,19380000
продажа,Свободного назначения,Мыс мкр.,91-100,4,133877,209501,215812,13160090,19735000,19790000
продажа,База/склад/производство,Московский тракт мкр.,1-10,4,81707,107692,123404,335000,420000,580000
продажа,Коммерческий участок,Ленинский округ,9991-10000,4,1600,1989,3600,16000000,19890000,36000000
продажа,Коммерческий участок,Центр: Исторический,4991-5000,4,1700,1700,1700,8500000,8500000,8500000
продажа,Офисное помещение,Центр: Драмтеатр,21-30,4,145631,224286,260870,4350000,4710000,7800000
продажа,Свободного назначения,Лесобаза мкр.,91-100,4,106541,186357,211688,10750000,18550000,19941000
продажа,Торговое помещение,Центр: Драмтеатр,71-80,4,69250,111809,151250,5540000,8900000,12100000
продажа,Офисное помещение,1 мкр,41-50,4,86444,109264,128571,4400000,4600000,5400000
продажа,Свободного назначения,"микрорайон Тюменская Слобода, жилой комплекс Уездные Кварталы",41-50,4,210822,214133,214900,9000000,9600000,10000000
продажа,Свободного назначения,Червишевский тракт мкр.,141-150,4,175500,192600,198314,25236900,27615600,28000000
продажа,Свободного назначения,Центр: Студгородок,41-50,4,235368,264455,278220,11782500,13310000,13930500
продажа,Свободного назначения,Центр: КПД,51-60,4,24000,242634,271750,1356000,13209000,15218000
продажа,Торговое помещение,Центр: Драмтеатр,61-70,4,79137,82019,93195,5200000,5500000,6300000
продажа,Свободного назначения,Дом Обороны,61-70,4,66239,140114,237926,4650000,9850000,14799000
продажа,Торговое помещение,Центр: Драмтеатр,31-40,4,89429,375000,402778,3130000,13500000,14500000
продажа,Свободного назначения,5-й Заречный мкр,111-120,4,156522,216522,251858,18000000,24900000,28460000
продажа,Свободного назначения,Мыс мкр.,71-80,4,227273,252174,253272,17000000,19240000,19350000
продажа,Коммерческий участок,Горьковское МО,19991-20000,4,110,575,1350,2200000,11500000,27000000
продажа,Свободного назначения,Центр: Драмтеатр,51-60,4,155859,480000,647841,7980000,24902400,39000000
продажа,Торговое помещение,Центр: Исторический,21-30,4,62500,188356,473913,1350000,5500000,11990000
продажа,Свободного назначения,Мыс мкр.,31-40,4,269006,270747,271254,8870000,9300000,10505000
продажа,Свободного назначения,Комарово Парк мкр.,31-40,4,229995,240893,255000,8200000,9370000,9996000
продажа,Офисное помещение,1 мкр,11-20,4,88384,115000,127119,1720000,2250000,2300000
продажа,Свободного назначения,Центр: Студгородок,31-40,4,224727,246205,256823,8025000,9764500,10071000
продажа,Свободного назначения,Центр: Студгородок,61-70,4,167553,256796,267387,10276000,17269500,18385500
продажа,База/склад/производство,Рощино мкр.,1-10,4,96154,116279,133333,180000,400000,500000
продажа,Свободного назначения,null,31-40,4,155000,155000,155000,5648200,6069800,6258900
продажа,Офисное помещение,1 мкр,71-80,4,59445,64185,75297,4500000,5000000,5700000
аренда,Свободного назначения,Рощино мкр.,51-60,3,666,833,1408,40000,50000,80000
аренда,Торговое помещение,Центр: Исторический,111-120,3,833,1300,1700,100000,153270,204000
аренда,Офисное помещение,Центр: Драмтеатр,51-60,3,804,1120,1489,45000,58900,81000
аренда,Свободного назначения,МЖК,41-50,3,938,1050,1395,45000,48300,60000
